Comments,Lane number,Date,business,senior,family,young,PRM,regular,Experience,Time Start Baggage drop off,Number of boxes,Time End Baggage drop off,Time Start WTMD,Time Start WTMD 2,Time Start WTMD 3,Time Start WTMD check,Time End WTMD check,Time Start ETD check,Time End ETD check,Time Start Baggage reclaim,Time End Baggage reclaim,Group size,Time Start Baggage Check,Time End Baggage Check,source_sheet,Time Start Baggage drop off_sec,Time End Baggage drop off_sec,Time Start WTMD_sec,Time Start WTMD 2_sec,Time Start WTMD 3_sec,Time Start WTMD check_sec,Time End WTMD check_sec,Time Start ETD check_sec,Time End ETD check_sec,Time Start Baggage reclaim_sec,Time End Baggage reclaim_sec,Time Start Baggage Check_sec,Time End Baggage Check_sec,checkpoint_time,drop_time,wait_I,collect_time,patdown_time,etd_time,baggage_check_time,has_second_wtmd,has_third_wtmd,has_patdown,has_etd,has_baggage_check,passenger_type
,3,43169,0,0,0,0,0,1,0,154554,2,154649,154651,,,,,,,154708,154750,2,,,2018_03_10,56754,56809,56811,,,,,,,56828,56870,,,116,55,2,42,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,0,154734,2,154758,154801,,,,,,,154807,154850,1,,,2018_03_10,56854,56878,56881,,,,,,,56887,56930,,,76,24,3,43,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,1,154744,2,154817,154828,,,,,154853,154901,154917,154950,1,,,2018_03_10,56864,56897,56908,,,,,56933,56941,56957,56990,,,126,33,11,33,,8,,0,0,0,1,0,regular
,3,43169,0,1,0,0,1,0,0,154859,2,154932,154937,,,154940,154950,,,154955,155042,1,,,2018_03_10,56939,56972,56977,,,56980,56990,,,56995,57042,,,103,33,5,47,10,,,0,0,1,0,0,senior
,3,43169,0,0,0,0,0,1,1,154935,1,155017,155022,,,,,,,155034,155103,2,,,2018_03_10,56975,57017,57022,,,,,,,57034,57063,,,88,42,5,29,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,1,154945,1,154954,155020,,,,,,,155033,155103,2,,,2018_03_10,56985,56994,57020,,,,,,,57033,57063,,,78,9,26,30,,,,0,0,0,0,0,regular
"WTMD twice, watch (5125)",3,43169,0,1,0,0,0,0,0,154955,1,155058,155107,155125,,,,,,155318,155436,1,155139,155317,2018_03_10,56995,57058,57067,57085,,,,,,57198,57276,57099,57197,281,63,9,78,,,98,1,0,0,0,1,senior
,3,43169,0,0,0,0,0,1,1,155032,2,155126,155134,,,,,,,155202,155250,2,,,2018_03_10,57032,57086,57094,,,,,,,57122,57170,,,138,54,8,48,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,1,155040,2,155122,155139,,,,,,,155155,155250,2,,,2018_03_10,57040,57082,57099,,,,,,,57115,57170,,,130,42,17,55,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,1,155126,2,155155,155204,,,,,,,155219,155315,2,,,2018_03_10,57086,57115,57124,,,,,,,57139,57195,,,109,29,9,56,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,0,155135,2,155217,155230,,,,,,,155311,155344,2,,,2018_03_10,57095,57137,57150,,,,,,,57191,57224,,,129,42,13,33,,,,0,0,0,0,0,regular
,3,43169,0,1,0,0,0,1,1,155209,1,155302,155306,,,,,,,155350,155443,2,,,2018_03_10,57129,57182,57186,,,,,,,57230,57283,,,154,53,4,53,,,,0,0,0,0,0,senior
2x wtmd (watch) 155339,3,43169,0,1,0,0,0,1,0,155231,1,155325,155328,155339,,155341,155419,,,155424,155443,2,,,2018_03_10,57151,57205,57208,57219,,57221,57259,,,57264,57283,,,132,54,3,19,38,,,1,0,1,0,0,senior
2x wtmd (shoes) 155537/ takes x-ray  boxes with hem,3,43169,0,0,0,0,0,1,0,155309,2,155405,155456,155537,,155540,155605,,,155608,155650,1,,,2018_03_10,57189,57245,57296,57337,,57340,57365,,,57368,57410,,,221,56,51,42,25,,,1,0,1,0,0,regular
2x wtmd( shoes) 155608,3,43169,0,1,0,0,0,0,0,155358,1,155416,155551,155608,,,,,,155620,155708,2,,,2018_03_10,57238,57256,57351,57368,,,,,,57380,57428,,,190,18,95,48,,,,1,0,0,0,0,senior
,3,43169,0,0,0,0,0,1,0,155403,2,155500,155613,,,,,,,155617,155656,2,,,2018_03_10,57243,57300,57373,,,,,,,57377,57416,,,173,57,73,39,,,,0,0,0,0,0,regular
,3,43169,0,0,0,0,0,1,1,155735,1,155824,155832,,,,,,,155849,160108,1,,,2018_03_10,57455,57504,57512,,,,,,,57529,57668,,,213,49,8,139,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,50123,2,50212,50216,,,,,50224,50227,50252,50410,2,50252,50259,2018_03_12,18083,18132,18136,,,,,18144,18147,18172,18250,18172,18179,167,49,4,78,,3,7,0,0,0,1,1,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,50127,2,50204,50209,,,,,,,50252,50410,2,,,2018_03_12,18087,18124,18129,,,,,,,18172,18250,,,163,37,5,78,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,1,0,0,0,0,1,0,50304,3,50413,50420,,,,,,,50437,50537,1,,,2018_03_12,18184,18253,18260,,,,,,,18277,18337,,,153,69,7,60,,,,0,0,0,0,0,business
2x wtmd (050723),3,3/12/2018 0:00,0,1,0,0,0,0,1,50530,2,50641,50650,50723,,50737,50803,,,50808,50930,1,,,2018_03_12,18330,18401,18410,18443,,18457,18483,,,18488,18570,,,240,71,9,82,26,,,1,0,1,0,0,senior
WTMD twice (0758),3,3/12/2018 0:00,0,0,0,0,0,1,1,50538,2,50642,50745,50758,,,,,,50810,50948,2,,,2018_03_12,18338,18402,18465,18478,,,,,,18490,18588,,,250,64,63,98,,,,1,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,50550,1,50658,50805,,,,,,,50810,50949,2,,,2018_03_12,18350,18418,18485,,,,,,,18490,18589,,,239,68,67,99,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,50729,1,50814,50819,,,,,,,50835,51005,2,,,2018_03_12,18449,18494,18499,,,,,,,18515,18605,,,156,45,5,90,,,,0,0,0,0,0,regular
"WTMD twice (belt, 0845)",3,3/12/2018 0:00,0,0,0,0,0,1,1,50731,1,50814,50822,50845,,,,,,50927,51006,2,,,2018_03_12,18451,18494,18502,18525,,,,,,18567,18606,,,155,43,8,39,,,,1,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,1,50958,1,51018,51029,,,,,,,51043,51113,2,,,2018_03_12,18598,18618,18629,,,,,,,18643,18673,,,75,20,11,30,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,1,51000,2,51024,51036,,,,,,,51045,51119,2,,,2018_03_12,18600,18624,18636,,,,,,,18645,18679,,,79,24,12,34,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,1,1,51047,1,51133,51207,,,,,,,51218,51254,2,,,2018_03_12,18647,18693,18727,,,,,,,18738,18774,,,127,46,34,36,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,1,1,51103,1,51143,51200,,,,,51204,51210,51217,51253,2,,,2018_03_12,18663,18703,18720,,,,,18724,18730,18737,18773,,,110,40,17,36,,6,,0,0,0,1,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,51120,1,51219,51225,,,,,,,51242,51353,2,,,2018_03_12,18680,18739,18745,,,,,,,18762,18833,,,153,59,6,71,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,51130,1,51221,51227,,,,,,,51243,51354,2,,,2018_03_12,18690,18741,18747,,,,,,,18763,18834,,,144,51,6,71,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,51322,2,51431,51437,,,,,,,51521,51728,2,51504,51604,2018_03_12,18802,18871,18877,,,,,,,18921,19048,18904,18964,246,69,6,127,,,60,0,0,0,0,1,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,51328,2,51415,51420,,,,,,,51510,51727,2,,,2018_03_12,18808,18855,18860,,,,,,,18910,19047,,,239,47,5,137,,,,0,0,0,0,0,regular
051556 (end time etd complete),3,3/12/2018 0:00,0,0,0,0,0,1,1,51443,1,51519,51525,,,,,51531,51535,51557,51601,2,,,2018_03_12,18883,18919,18925,,,,,18931,18935,18957,18961,,,78,36,6,4,,4,,0,0,0,1,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,51447,1,51520,51547,,,,,,,51557,51602,2,,,2018_03_12,18887,18920,18947,,,,,,,18957,18962,,,75,33,27,5,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,1,0,0,0,0,1,1,51652,2,51757,51804,,,,,,,51819,51955,2,,,2018_03_12,19012,19077,19084,,,,,,,19099,19195,,,183,65,7,96,,,,0,0,0,0,0,business
,3,3/12/2018 0:00,1,0,0,0,0,1,1,51655,1,51752,51757,,,,,,,51816,51953,2,,,2018_03_12,19015,19072,19077,,,,,,,19096,19193,,,178,57,5,97,,,,0,0,0,0,0,business
,3,3/12/2018 0:00,0,0,0,0,0,1,1,51803,1,51833,51838,,,,,,,51900,51932,2,51900,51905,2018_03_12,19083,19113,19118,,,,,,,19140,19172,19140,19145,89,30,5,32,,,5,0,0,0,0,1,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,51804,1,51834,51841,,,,,,,51900,51932,2,,,2018_03_12,19084,19114,19121,,,,,,,19140,19172,,,88,30,7,32,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,1,51821,1,51903,51907,,,,,,,51945,52007,2,,,2018_03_12,19101,19143,19147,,,,,,,19185,19207,,,106,42,4,22,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,1,51830,2,51910,51921,,,,,,,51949,52013,2,,,2018_03_12,19110,19150,19161,,,,,,,19189,19213,,,103,40,11,24,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,51914,2,52034,52041,,,52055,52118,,,52124,52153,2,,,2018_03_12,19154,19234,19241,,,19255,19278,,,19284,19313,,,159,80,7,29,23,,,0,0,1,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,51923,1,52030,52052,,,,,,,52103,52155,2,,,2018_03_12,19163,19230,19252,,,,,,,19263,19315,,,152,67,22,52,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,52153,2,52418,52422,,,,,52433,52436,52502,52659,2,,,2018_03_12,19313,19458,19462,,,,,19473,19476,19502,19619,,,306,145,4,117,,3,,0,0,0,1,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,52210,2,52420,52433,,,,,,,52442,52737,2,52609,52630,2018_03_12,19330,19460,19473,,,,,,,19482,19657,19569,19590,327,130,13,175,,,21,0,0,0,0,1,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,52535,2,52655,52700,,,,,,,52838,53102,4,52729,52930,2018_03_12,19535,19615,19620,,,,,,,19718,19862,19649,19770,327,80,5,144,,,121,0,0,0,0,1,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,52536,2,52653,52704,,,,,,,52810,53255,4,52951,53212,2018_03_12,19536,19613,19624,,,,,,,19690,19975,19791,19932,439,77,11,285,,,141,0,0,0,0,1,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,52555,2,52720,52729,,,52729,52743,52739,52744,52824,53239,4,52951,53212,2018_03_12,19555,19640,19649,,,19649,19663,19659,19664,19704,19959,19791,19932,404,85,9,255,14,5,141,0,0,1,1,1,regular
takes  x-ray boxes with them,3,3/12/2018 0:00,0,0,0,0,0,1,0,52621,1,52735,52814,,,,,,,52842,52851,2,,,2018_03_12,19581,19655,19694,,,,,,,19722,19731,,,150,74,39,9,,,,0,0,0,0,0,regular
takes  x-ray boxes with them,3,3/12/2018 0:00,0,0,0,0,0,1,1,52648,2,52740,52822,,,,,,,52849,52851,2,,,2018_03_12,19608,19660,19702,,,,,,,19729,19731,,,123,52,42,2,,,,0,0,0,0,0,regular
baggage+passenger-etd,3,3/12/2018 0:00,1,0,0,0,0,1,0,52649,1,52826,52933,,,53017,53100,52852,52921,53236,53341,1,53201,53236,2018_03_12,19609,19706,19773,,,19817,19860,19732,19761,19956,20021,19921,19956,412,97,67,65,43,29,35,0,0,1,1,1,business
takes  x-ray boxes with them,3,3/12/2018 0:00,1,0,0,0,0,1,0,52728,2,52908,52917,,,,,,,52945,53111,1,,,2018_03_12,19648,19748,19757,,,,,,,19785,19871,,,223,100,9,86,,,,0,0,0,0,0,business
takes  x-ray boxes with them,3,3/12/2018 0:00,0,0,0,0,0,1,0,52829,1,52933,52940,,,,,,,53219,53226,2,,,2018_03_12,19709,19773,19780,,,,,,,19939,19946,,,237,64,7,7,,,,0,0,0,0,0,regular
2x wtmd (053115); takes x-ray boxes with them,3,3/12/2018 0:00,0,0,0,0,0,1,0,52833,2,52935,52951,53115,,53129,53149,,,53229,53229,2,,,2018_03_12,19713,19775,19791,19875,,19889,19909,,,19949,19949,,,236,62,16,0,20,,,1,0,1,0,0,regular
"WTMD twice (3218 shoes), ETD bag + pax",3,3/12/2018 0:00,0,0,0,0,0,1,0,52847,2,53019,53147,53218,,,,53235,53249,53256,53346,2,,,2018_03_12,19727,19819,19907,19938,,,,19955,19969,19976,20026,,,299,92,88,50,,14,,1,0,0,1,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,52857,1,53019,53242,,,,,,,53250,53349,2,,,2018_03_12,19737,19819,19962,,,,,,,19970,20029,,,292,82,143,59,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,53030,2,53147,53245,,,,,,,53312,53554,2,53335,53424,2018_03_12,19830,19907,19965,,,,,,,19992,20154,20015,20064,324,77,58,162,,,49,0,0,0,0,1,regular
2x wtmd (053314); etd passenger+baggage,3,3/12/2018 0:00,0,0,0,0,0,1,0,53033,2,53202,53250,53314,,,,53325,53333,53402,53554,2,,,2018_03_12,19833,19922,19970,19994,,,,20005,20013,20042,20154,,,321,89,48,112,,8,,1,0,0,1,0,regular
Reclaim outside queue,3,3/12/2018 0:00,0,0,0,0,0,1,1,53207,2,53315,53324,,,,,,,53357,53426,2,53402,53412,2018_03_12,19927,19995,20004,,,,,,,20037,20066,20042,20052,139,68,9,29,,,10,0,0,0,0,1,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,53214,3,53347,53352,,,,,,,53434,53517,2,,,2018_03_12,19934,20027,20032,,,,,,,20074,20117,,,183,93,5,43,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,53321,2,53334,53432,,,,,,,53441,53500,2,,,2018_03_12,20001,20014,20072,,,,,,,20081,20100,,,99,13,58,19,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,0,53333,2,53502,53507,,,,,,,53519,53605,2,,,2018_03_12,20013,20102,20107,,,,,,,20119,20165,,,152,89,5,46,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,1,0,0,0,0,1,1,53445,2,53539,53547,,,,,,,53603,53654,1,,,2018_03_12,20085,20139,20147,,,,,,,20163,20214,,,129,54,8,51,,,,0,0,0,0,0,business
Reclaim outside queue,3,3/12/2018 0:00,0,0,0,0,0,1,1,53532,2,53606,53613,,,,,,,53624,53628,1,,,2018_03_12,20132,20166,20173,,,,,,,20184,20188,,,56,34,7,4,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,0,53558,2,53634,53639,,,,,,,53649,53808,2,,,2018_03_12,20158,20194,20199,,,,,,,20209,20288,,,130,36,5,79,,,,0,0,0,0,0,senior
2x wtmd (053715),3,3/12/2018 0:00,0,1,0,0,0,0,0,53604,2,53659,53700,53715,,53721,53744,,,53750,53829,2,,,2018_03_12,20164,20219,20220,20235,,20241,20264,,,20270,20309,,,145,55,1,39,23,,,1,0,1,0,0,senior
"Wheelchair, can walk w/o support",3,3/12/2018 0:00,0,0,0,0,0,1,1,53624,2,53742,53829,,,,,,,53836,54025,2,,,2018_03_12,20184,20262,20309,,,,,,,20316,20425,,,241,78,47,109,,,,0,0,0,0,0,regular
Wheelchair assist (pax),3,3/12/2018 0:00,0,0,0,0,1,0,1,53634,2,53741,53753,,,53827,53843,,,53907,54025,2,,,2018_03_12,20194,20261,20273,,,20307,20323,,,20347,20425,,,231,67,12,78,16,,,0,0,1,0,0,PRM
,3,3/12/2018 0:00,0,0,0,1,0,0,1,53707,2,53817,53845,,,,,,,53854,53922,3,,,2018_03_12,20227,20297,20325,,,,,,,20334,20362,,,135,70,28,28,,,,0,0,0,0,0,young
,3,3/12/2018 0:00,0,0,0,1,0,0,1,53710,2,53822,53849,,,,,,,53902,53955,3,,,2018_03_12,20230,20302,20329,,,,,,,20342,20395,,,165,72,27,53,,,,0,0,0,0,0,young
,3,3/12/2018 0:00,0,0,0,1,0,0,1,53715,2,53822,53853,,,,,,,53911,53955,3,,,2018_03_12,20235,20302,20333,,,,,,,20351,20395,,,160,67,31,44,,,,0,0,0,0,0,young
,3,3/12/2018 0:00,0,0,0,0,0,1,1,53812,2,53826,53936,,,,,,,53952,54037,2,,,2018_03_12,20292,20306,20376,,,,,,,20392,20437,,,145,14,70,45,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,53820,1,53826,53940,,,,,,,54000,54038,2,,,2018_03_12,20300,20306,20380,,,,,,,20400,20438,,,138,6,74,38,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,1,0,0,0,0,0,1,53910,2,54007,54053,,,,,,,54101,54214,1,,,2018_03_12,20350,20407,20453,,,,,,,20461,20534,,,184,57,46,73,,,,0,0,0,0,0,business
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54013,2,54116,54120,,,,,,,54136,54323,2,,,2018_03_12,20413,20476,20480,,,,,,,20496,20603,,,190,63,4,107,,,,0,0,0,0,0,regular
etd baggge+passenger,3,3/12/2018 0:00,0,0,0,0,0,1,0,54014,2,54152,54156,,,,,54201,54216,54220,54309,2,,,2018_03_12,20414,20512,20516,,,,,20521,20536,20540,20589,,,175,98,4,49,,15,,0,0,0,1,0,regular
Reclaim outside queue,3,3/12/2018 0:00,0,0,0,0,0,1,1,54023,1,54134,54211,,,,,,,54245,54248,2,,,2018_03_12,20423,20494,20531,,,,,,,20565,20568,,,145,71,37,3,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,54025,1,54147,54233,,,,,,,54238,54255,2,,,2018_03_12,20425,20507,20553,,,,,,,20558,20575,,,150,82,46,17,,,,0,0,0,0,0,regular
takes  x-ray boxes with them,3,3/12/2018 0:00,0,1,0,0,0,0,0,54216,1,54337,54340,,,54355,54402,,,54407,54424,2,,,2018_03_12,20536,20617,20620,,,20635,20642,,,20647,20664,,,128,81,3,17,7,,,0,0,1,0,0,senior
takes  x-ray boxes with them,3,3/12/2018 0:00,0,1,0,0,0,0,0,54216,2,44341,54355,,,,,,,54407,54418,2,,,2018_03_12,20536,17021,20635,,,,,,,20647,20658,,,122,,3614,11,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54245,2,54405,54421,,,,,,,54432,54555,2,,,2018_03_12,20565,20645,20661,,,,,,,20672,20755,,,190,80,16,83,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54252,1,54342,54427,,,,,,,54441,54555,2,,,2018_03_12,20572,20622,20667,,,,,,,20681,20755,,,183,50,45,74,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54337,2,54447,54451,,,,,,,54511,54542,2,,,2018_03_12,20617,20687,20691,,,,,,,20711,20742,,,125,70,4,31,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54348,1,54500,54506,,,,,,,54515,54555,2,,,2018_03_12,20628,20700,20706,,,,,,,20715,20755,,,127,72,6,40,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,1,0,0,1,54448,2,54519,54527,,,,,,,54657,54730,1,54554,54654,2018_03_12,20688,20719,20727,,,,,,,20817,20850,20754,20814,162,31,8,33,,,60,0,0,0,0,1,young
,3,3/12/2018 0:00,0,0,0,0,0,1,1,54458,1,54540,54545,,,,,,,54606,54652,1,,,2018_03_12,20698,20740,20745,,,,,,,20766,20812,,,114,42,5,46,,,,0,0,0,0,0,regular
takes  x-ray boxes with them,3,3/12/2018 0:00,0,0,0,0,0,1,1,54516,2,54551,54556,,,,,,,54614,54624,1,,,2018_03_12,20716,20751,20756,,,,,,,20774,20784,,,68,35,5,10,,,,0,0,0,0,0,regular
2x wtmd (shoes)  054632,3,3/12/2018 0:00,0,0,0,0,0,1,0,54530,2,54611,54615,54632,,,,,,54636,54716,1,,,2018_03_12,20730,20771,20775,20792,,,,,,20796,20836,,,106,41,4,40,,,,1,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,54557,1,54628,54643,,,,,,,54654,54740,1,,,2018_03_12,20757,20788,20803,,,,,,,20814,20860,,,103,31,15,46,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,1,54559,1,54629,54655,,,,,,,54721,54754,2,,,2018_03_12,20759,20789,20815,,,,,,,20841,20874,,,115,30,26,33,,,,0,0,0,0,0,senior
Reclaim outside queue,3,3/12/2018 0:00,0,1,0,0,0,0,0,54606,1,54732,54737,,,54749,54820,,,54828,54833,2,,,2018_03_12,20766,20852,20857,,,20869,20900,,,20908,20913,,,147,86,5,5,31,,,0,0,1,0,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54635,2,54745,54824,,,,,,,54828,54914,2,,,2018_03_12,20795,20865,20904,,,,,,,20908,20954,,,159,70,39,46,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54722,2,54800,54831,,,,,,,54834,54922,2,,,2018_03_12,20842,20880,20911,,,,,,,20914,20962,,,120,38,31,48,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,0,54804,2,54827,54837,,,,,,,54845,54932,3,,,2018_03_12,20884,20907,20917,,,,,,,20925,20972,,,88,23,10,47,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,54804,1,54841,54845,,,,,,,54855,54933,3,,,2018_03_12,20884,20921,20925,,,,,,,20935,20973,,,89,37,4,38,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,0,54833,1,54855,54858,,,,,,,54909,54945,3,,,2018_03_12,20913,20935,20938,,,,,,,20949,20985,,,72,22,3,36,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,1,54834,2,54902,54911,,,,,,,54941,54959,2,,,2018_03_12,20914,20942,20951,,,,,,,20981,20999,,,85,28,9,18,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,54835,1,54915,54919,,,54922,54936,,,54940,55000,2,,,2018_03_12,20915,20955,20959,,,20962,20976,,,20980,21000,,,85,40,4,20,14,,,0,0,1,0,0,regular
,3,3/12/2018 0:00,1,0,0,0,0,0,1,54850,2,54932,54940,,,,,,,54951,55031,1,,,2018_03_12,20930,20972,20980,,,,,,,20991,21031,,,101,42,8,40,,,,0,0,0,0,0,business
2xwtmd (shoes) 055032,3,3/12/2018 0:00,0,0,0,0,0,1,0,54921,2,55004,55009,55032,,,,,,55046,55156,3,,,2018_03_12,20961,21004,21009,21032,,,,,,21046,21116,,,155,43,5,70,,,,1,0,0,0,0,regular
2x wtmd (shoes),3,3/12/2018 0:00,0,1,0,0,0,0,0,54925,2,55100,55101,55102,,55116,55158,,,55158,55250,3,,,2018_03_12,20965,21060,21061,21062,,21076,21118,,,21118,21170,,,205,95,1,52,42,,,1,0,1,0,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,54936,1,55053,55055,,,,,,,55109,55214,3,,,2018_03_12,20976,21053,21055,,,,,,,21069,21134,,,158,77,2,65,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,1,0,0,0,0,1,55011,2,55138,55206,,,,,,,55209,55312,2,,,2018_03_12,21011,21098,21126,,,,,,,21129,21192,,,181,87,28,63,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,1,0,0,0,0,1,55013,1,55111,55201,,,,,,,55208,55306,2,,,2018_03_12,21013,21071,21121,,,,,,,21128,21186,,,173,58,50,58,,,,0,0,0,0,0,senior
,3,3/12/2018 0:00,0,0,0,0,0,1,0,55033,2,55153,55210,,,,,,,55235,55258,1,,,2018_03_12,21033,21113,21130,,,,,,,21155,21178,,,145,80,17,23,,,,0,0,0,0,0,regular
takes  x-ray boxes with them,3,3/12/2018 0:00,1,0,0,0,0,1,1,55100,2,55140,55213,,,,,,,55244,55248,1,,,2018_03_12,21060,21100,21133,,,,,,,21164,21168,,,108,40,33,4,,,,0,0,0,0,0,business
,3,3/12/2018 0:00,0,0,0,0,0,1,0,55127,2,55230,55236,,,,,,,55248,55322,1,,,2018_03_12,21087,21150,21156,,,,,,,21168,21202,,,115,63,6,34,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,55201,1,55240,55255,,,,,,,55310,55414,2,,,2018_03_12,21121,21160,21175,,,,,,,21190,21254,,,133,39,15,64,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,55205,1,55246,55315,,,,,,,55320,55423,2,,,2018_03_12,21125,21166,21195,,,,,,,21200,21263,,,138,41,29,63,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,1,0,0,0,0,1,1,55243,2,55336,55340,,,,,,,55431,55605,1,55450,55523,2018_03_12,21163,21216,21220,,,,,,,21271,21365,21290,21323,202,53,4,94,,,33,0,0,0,0,1,business
etd baggge+passenger,3,3/12/2018 0:00,0,0,0,1,0,0,0,55255,1,55347,55350,,,,,,,55442,55533,4,,,2018_03_12,21175,21227,21230,,,,,,,21282,21333,,,158,52,3,51,,,,0,0,0,0,0,young
,3,3/12/2018 0:00,0,0,0,1,0,0,0,55258,2,55358,55402,,,,,55459,55508,55509,55538,4,,,2018_03_12,21178,21238,21242,,,,,21299,21308,21309,21338,,,160,60,4,29,,9,,0,0,0,1,0,young
,3,3/12/2018 0:00,0,0,0,1,0,0,0,55305,2,55415,55502,,,,,55543,55554,55513,55700,4,,,2018_03_12,21185,21255,21302,,,,,21343,21354,21313,21420,,,235,70,47,107,,11,,0,0,0,1,0,young
2x wtmd (necklace+shoes)  055611,3,3/12/2018 0:00,0,0,0,1,0,0,0,55344,2,55420,55539,55611,,,,,,55625,55729,4,,,2018_03_12,21224,21260,21339,21371,,,,,,21385,21449,,,225,36,79,64,,,,1,0,0,0,0,young
,3,3/12/2018 0:00,0,0,0,0,0,1,1,55352,2,55420,55621,,,,,,,55629,55714,2,,,2018_03_12,21232,21260,21381,,,,,,,21389,21434,,,202,28,121,45,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,1,55356,1,55418,55627,,,,,,,55631,55717,2,,,2018_03_12,21236,21258,21387,,,,,,,21391,21437,,,201,22,129,46,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,55449,1,55713,55718,,,,,,,55735,55754,1,,,2018_03_12,21289,21433,21438,,,,,,,21455,21474,,,185,144,5,19,,,,0,0,0,0,0,regular
,3,3/12/2018 0:00,0,0,0,0,0,1,0,55501,2,55732,55737,,,,,,,55751,55815,1,,,2018_03_12,21301,21452,21457,,,,,,,21471,21495,,,194,151,5,24,,,,0,0,0,0,0,regular
